GO_ID,GO_Term,Annotated,Significant,Expected,elimKS_pvalue,Ontology
GO:0016874,ligase activity,295,3,13.73,1.000000e+00,MF
GO:0044389,ubiquitin-like protein ligase binding,28,0,1.30,1.000000e+00,MF
GO:0003743,translation initiation factor activity,115,3,5.35,1.000000e+00,MF
GO:0140640,"catalytic activity, acting on a nucleic acid",877,23,40.82,1.000000e+00,MF
GO:0003725,double-stranded RNA binding,10,0,0.47,1.000000e+00,MF
GO:0016787,hydrolase activity,4635,188,215.73,1.000000e+00,MF
GO:0003697,single-stranded DNA binding,23,0,1.07,1.000000e+00,MF
GO:0022804,active transmembrane transporter activity,16,0,0.74,1.000000e+00,MF
GO:0005048,signal sequence binding,9,0,0.42,1.000000e+00,MF
GO:0031369,translation initiation factor binding,5,0,0.23,1.000000e+00,MF
GO:0140663,ATP-dependent FeS chaperone activity,6,0,0.28,1.000000e+00,MF
GO:0140223,general transcription initiation factor activity,7,0,0.33,1.000000e+00,MF
GO:0001067,transcription regulatory region nucleic acid binding,12,0,0.56,1.000000e+00,MF
GO:0060090,molecular adaptor activity,45,1,2.09,1.000000e+00,MF
GO:0008092,cytoskeletal protein binding,169,6,7.87,1.000000e+00,MF
GO:0022803,passive transmembrane transporter activity,16,0,0.74,1.000000e+00,MF
GO:0030276,clathrin binding,10,0,0.47,1.000000e+00,MF
GO:0005544,calcium-dependent phospholipid binding,5,0,0.23,1.000000e+00,MF
GO:0140358,P-type transmembrane transporter activity,10,0,0.47,1.000000e+00,MF
GO:0008134,transcription factor binding,7,0,0.33,1.000000e+00,MF
GO:0003684,damaged DNA binding,27,0,1.26,1.000000e+00,MF
GO:0003774,cytoskeletal motor activity,63,2,2.93,1.000000e+00,MF
GO:0000150,DNA strand exchange activity,6,0,0.28,1.000000e+00,MF
GO:0005092,GDP-dissociation inhibitor activity,5,0,0.23,1.000000e+00,MF
GO:0060089,molecular transducer activity,59,1,2.75,1.000000e+00,MF
GO:0043022,ribosome binding,16,0,0.74,1.000000e+00,MF
GO:0140993,histone modifying activity,48,1,2.23,1.000000e+00,MF
GO:0180051,translation factor activity,163,4,7.59,1.000000e+00,MF
GO:0005488,binding,220,6,10.24,1.000000e+00,MF
GO:0030234,enzyme regulator activity,15,0,0.70,1.000000e+00,MF
GO:0140096,"catalytic activity, acting on a protein",2243,99,104.40,1.000000e+00,MF
GO:0003676,nucleic acid binding,1485,46,69.12,1.000000e+00,MF
GO:0030695,GTPase regulator activity,5,0,0.23,1.000000e+00,MF
GO:0015453,oxidoreduction-driven active transmembrane transporter activity,8,0,0.37,1.000000e+00,MF
GO:0008320,transmembrane protein transporter activity,5,0,0.23,1.000000e+00,MF
GO:0019001,guanyl nucleotide binding,55,1,2.56,1.000000e+00,MF
GO:0003735,structural constituent of ribosome,233,5,10.84,1.000000e+00,MF
GO:0051536,iron-sulfur cluster binding,14,0,0.65,1.000000e+00,MF
GO:0044877,protein-containing complex binding,5,0,0.23,1.000000e+00,MF
GO:0140098,"catalytic activity, acting on RNA",339,9,15.78,1.000000e+00,MF
GO:0005524,ATP binding,2090,82,97.28,1.000000e+00,MF
GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity,15,0,0.70,1.000000e+00,MF
GO:0016151,nickel cation binding,5,0,0.23,1.000000e+00,MF
GO:0005507,copper ion binding,80,2,3.72,1.000000e+00,MF
GO:2001070,starch binding,11,0,0.51,1.000000e+00,MF
GO:0030248,cellulose binding,131,1,6.10,1.000000e+00,MF
GO:0140097,"catalytic activity, acting on DNA",348,4,16.20,1.000000e+00,MF
GO:0005337,nucleoside transmembrane transporter activity,7,0,0.33,1.000000e+00,MF
GO:0016530,metallochaperone activity,6,0,0.28,1.000000e+00,MF
GO:0019211,phosphatase activator activity,9,0,0.42,1.000000e+00,MF
GO:0042277,peptide binding,9,0,0.42,1.000000e+00,MF
GO:0015252,proton channel activity,19,0,0.88,1.000000e+00,MF
GO:0005247,voltage-gated chloride channel activity,5,0,0.23,1.000000e+00,MF
GO:0005525,GTP binding,404,11,18.80,1.000000e+00,MF
GO:0005543,phospholipid binding,10,0,0.47,1.000000e+00,MF
GO:0043021,ribonucleoprotein complex binding,23,0,1.07,1.000000e+00,MF
GO:0019887,protein kinase regulator activity,8,0,0.37,1.000000e+00,MF
GO:0008271,secondary active sulfate transmembrane transporter activity,8,0,0.37,1.000000e+00,MF
GO:0001671,ATPase activator activity,6,0,0.28,1.000000e+00,MF
GO:0005254,chloride channel activity,12,0,0.56,1.000000e+00,MF
GO:0008199,ferric iron binding,6,0,0.28,1.000000e+00,MF
GO:0005471,ATP:ADP antiporter activity,5,0,0.23,1.000000e+00,MF
GO:0015369,calcium:proton antiporter activity,14,0,0.65,1.000000e+00,MF
GO:0005536,D-glucose binding,10,0,0.47,1.000000e+00,MF
GO:0031683,G-protein beta/gamma-subunit complex binding,78,2,3.63,1.000000e+00,MF
GO:0016538,cyclin-dependent protein serine/threonine kinase regulator activity,8,0,0.37,1.000000e+00,MF
